RepRapFirmware height map file v2 generated at 2021-06-20 15:34, min error -0.060, max error 0.156, mean 0.076, deviation 0.090
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,35.00,365.00,25.00,355.00,-1.00,66.00,66.00,6,6
  0.122,  0.158,  0.172,  0.165,  0.116,  0.062
  0.011,  0.047,  0.060,  0.057,  0.019, -0.020
 -0.053, -0.010,  0.010,  0.012, -0.021, -0.059
 -0.011,  0.027,  0.050,  0.034, -0.013, -0.060
  0.014,  0.012,  0.010,  0.024,  0.000,  0.015
  0.131,  0.147,  0.156,  0.155,  0.104,  0.058
